G.TKAK        13046983130951431
KU.NMO        12947223235891432
KU.FKS        13017353340871433
KU.FKK        13013283338031434
DP.AIN        13022173345651435
KU.FKG        13014183341281436
KU2FKS        13017463340921437
E.KWRK        13053403248881438
E.KMZK        13039513230991439
KU.KSG        13028703331231440
KU.FHH        13027723335521441
KU.NOK        13018223337251442
N.FRNH        14220454322181500
N.SFSH        14213524512981501
N.SFNH        14207114520081502
N.FGSH        14204664341691503
N.FGNH        14209564349461504
N.NUMH        14156384349221505
N.SMPH        14239374302441506
N.OREH        14157724405861507
N.ORWH        14147264401521508
N.WNEH        14152844513821509
N.WNWH        14138004515191510
N.TSOH        14155514453691511
N.HNBH        14204774501001512
N.EBTH        14149124438151513
N.HONH        14209564416821514
N.HOCH        14208484406961515
N.HOSH        14207554359961516
N.NYRH        14224344426261517
N.SWWH        14237824417531518
N.BFEH        14234424433051519
N.BFWH        14216354428391520
N.BFNH        14218224435841521
N.SWEH        14245944419241522
N.TYRH        14331224248681523
N.HBTH        14337124307281524
N.MMRH        14303624253521525
N.AYEH        14353904322931526
N.RKBH        14340984328101527
N.AYWH        14325904316251528
N.TKIH        14309124229191529
N.SKSH        14255064310431530
N.OPWH        14301584425401531
N.SRMH        14356734404881532
N.MMBH        14411544354861533
N.SYSH        14448454355631534
N.STKH        14305174350961535
N.BHRH        14411024343371536
N.OKEH        14330604338111537
N.RBSH        14327084344511538
N.KMZH        14427444351401539
N.SYNH        14459604403861540
N.YBNH        14337214412881541
N.OPEH        14314444423061542
N.OUMH        14250664431661543
N.TUNH        14304604411521544
N.TUSH        14300674406881545
N.SNSH        14359054259141546
N.NSTH        14457994333051547
N.BKEH        14507344323871548
N.BKWH        14448134323401549
N.ANSH        14407374306851550
N.TRSH        14419654308151551
N.TREH        14425714313201552
N.TRWH        14414034315341553
N.ANNH        14405064326171554
N.SCSH        14440824312831555
N.SCNH        14437674323091556
N.SNNH        14353624309621557
N.STNH        14501484347111558
N.STSH        14457714340631559
N.MSAH        14153874313801560
N.SSTH        14139144313221561
N.TOBH        14135024324521562
N.BREH        14224324242371563
N.MBEH        14221134235601564
N.BRWH        14213784242191565
N.KYMH        14148384303521566
N.SUGH        14154544330831567
N.YUBH        14200514259581568
N.NCPH        14232684235861569
N.SZNH        14221434220991570
N.SOIH        14120984233771571
N.CTSH        14138394253281572
N.AMAH        14151854238921573
N.OIWH        14149154252431574
N.HOBH        14207714252281575
N.MBWH        14202294230761576
N.BEEH        14236044330231577
N.BEWH        14223444330681578
N.NFRH        14231474323051579
N.HTBH        14225844506011580
N.ONPH        14215254446471581
N.UNSH        14236234444601582
N.UNNH        14229214451421583
N.NTBH        14213484456321584
N.NAWH        14203174439701585
N.TYTH        14146994506111586
N.WNNH        14153104529301587
N.WSMH        14217004358521588
N.HNKH        14507014312501589
N.SHZH        14252984252451590
N.SKNH        14256694320021591
N.KKAH        14245944351281592
N.SAMH        14254984207981593
N.FBRH        14037374314051594
N.TOMH        14030084303201595
N.AGWH        14049194305051596
N.MRRH        14100104224701597
N.CCNH        14049354257011598
N.KYOH        14037324258551599
N.RNKH        14028994249851600
N.MKRH        14048504245781601
N.KMBH        14058604246081602
N.KMNH        14029054236631603
N.TURH        14039904238491604
N.OHTH        14103864238861605
N.SMMH        14009344246781606
N.KAIH        14037994150241607
N.SRUH        14025244135861608
N.KHYH        13958074229111609
N.KUMH        14000244208061610
N.ASBH        14018504159151611
N.KSRF        14429114258921959
N.NOPF        14256304419311960
N.SNDH        14059813814402000
N.KGSH        14100713911872001
N.SMTH        14123453910852002
N.KMIH        14149403916452003
N.ICEH        14100083858142004
N.ICWH        14051793900542005
N.FSWH        14121073851922006
N.RZTH        14131923901842007
N.KJSH        14142724005172008
N.HMNH        14100013927352009
N.TOUH        14118093920042010
N.NHEH        14120544014302011
N.NHWH        14110254015672012
N.YHBH        14105573936892013
N.KJNH        14146994016122014
N.KRMH        14134254016232015
N.KHEH        14125474009202016
N.IHEH        14111494004872017
N.IWZH        14139123948122018
N.TROH        14154523944612019
N.KANH        14135863938652020
N.KASH        14140653927782021
N.YMDH        14156023928402022
N.HMSH        14102843920602023
N.SZKH        14056793938622024
N.TMYH        14122963949502025
N.ASRH        14057174008352026
N.KZMH        14132953956392027
N.IWNH        14050653806802028
N.YMMH        14053543756472029
N.TOWH        14119523847162030
N.NRKH        14039083851522031
N.TAJH        14104263835442032
N.ONDH        14046823834762033
N.KKWH        14138263855242034
N.SISH        14036163800552035
N.KWSH        14038433810812036
N.YGTH        14015463816142037
N.TDOH        14022833823052038
N.NKEH        14007493825542039
N.NKWH        13959503823162040
N.YWTH        14002003858212041
N.ASAH        13945643828222042
N.TCKH        14000333838142043
N.TZWH        14010683844992044
N.FGTH        14022463842642045
N.MGMH        14033283842792046
N.KMYH        14017873804882047
N.THTH        14011023757802048
N.YNZH        14001673753762049
N.NYOH        14009323806212050
N.ONIH        13948103759292051
N.KWAH        14024453941302052
N.GJOH        14013333954932053
N.YJMH        14007703913342054
N.CHKH        14019113904312055
N.FSTH        14014054019132056
N.OGAH        13945743957322057
N.NSEH        14036703933452058
N.NSBH        14020893932702059
N.NSNH        14034743948882060
N.NSSH        14034333939802061
N.OMRH        14023213921292062
N.HNRH        14042773910442063
N.YUZH        14028263911472064
N.OGCH        14029713858812065
N.ODTH        14034874018012066
N.TSRH        14027584016532067
N.ANIH        14024433958912068
N.KOSH        14050374027382069
N.KZNH        14048504003732070
N.AOMH        14040554051142071
N.HHEH        14126714034762072
N.TWEH        14109284035082073
N.NHJH        14106204051382074
N.RKSH        14122434057982075
N.SAIH        14051404124292076
N.KUCH        14059384114042077
N.OOMH        14054764131642078
N.TTKH        14100874017772079
N.NWAH        14120244026952080
N.TWWH        14059704034802081
N.SHGH        14105544027742082
N.AJSH        14018734045712083
