code_prime,address,codes_ordered,lat,lon,datetime_b_s,datetime_e_s
1360120,中頓別町中頓別,[1360120],4458,14217,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1360200,宗谷枝幸町本町,"[1360200, 1360202, 1360203]",4456,14235,"['1944-01-01 00:00:00', '2004-10-01 12:00:00', '2015-12-09 12:00:00']","['2004-10-01 12:00:00', '2015-12-09 12:00:00', '2022-01-01 00:00:00']"
1360201,宗谷枝幸町岬町,[1360201],4458,14235,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1360220,宗谷枝幸町栄町,[1360220],4456,14234,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1360221,宗谷枝幸町歌登東町,[1360221],4451,14229,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1360222,宗谷枝幸町風烈布,[1360222],4444,14246,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1390000,礼文町上泊埼,[1390000],4525,14104,['2013-07-30 12:00:00'],['2022-01-01 00:00:00']
1390020,礼文町香深,[1390020],4518,14103,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1390021,礼文町船泊,[1390021],4526,14102,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1390130,利尻町沓形,"[1390130, 1390131]",4511,14108,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1390200,利尻富士町鬼脇,[1390200],4508,14118,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1390220,利尻富士町鴛泊,[1390220],4515,14113,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1400000,網走市台町,[1400000],4401,14417,['1890-01-01 00:00:00'],['2022-01-01 00:00:00']
1400020,網走市南６条,[1400020],4401,14416,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1400300,美幌町東３条,"[1400300, 1400301]",4349,14406,"['1996-04-01 12:00:00', '2019-10-24 12:00:00']","['2019-10-24 12:00:00', '2022-01-01 00:00:00']"
1400420,津別町幸町,[1400420],4342,14402,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1400500,斜里町本町,[1400500],4355,14440,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1400521,斜里町ウトロ香川,[1400521],4404,14500,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1400630,清里町羽衣町,"[1400630, 1400631]",4350,14436,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1400720,小清水町小清水,"[1400720, 1400721]",4351,14428,"['2006-03-01 12:00:00', '2023-07-13 12:00:00']","['2023-07-13 12:00:00', '2022-01-01 00:00:00']"
1401030,大空町東藻琴,"[1401030, 1401032]",4350,14418,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1401031,大空町女満別西３条,"[1401031, 1401033]",4355,14410,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1401070,女満別出張所,[1401070],4355,14412,['1946-10-01 00:00:00'],['1965-12-31 23:59:59']
1410000,北見市公園町,[1410000],4349,14354,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1410001,北見市留辺蘂町上町,[1410001],4347,14337,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1410002,北見市常呂町吉野,[1410002],4358,14354,['2007-07-02 12:00:00'],['2021-11-12 12:00:00']
1410003,北見市常呂町東浜,[1410003],4407,14405,['2021-11-12 12:00:00'],['2022-01-01 00:00:00']
1410020,北見市南仲町,[1410020],4348,14354,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1410021,北見市常呂町常呂,[1410021],4407,14404,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1410022,北見市留辺蘂町栄町,[1410022],4347,14336,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1410023,北見市留辺蘂町富士見,[1410023],4340,14319,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1410030,北見市端野町二区,"[1410030, 1410031]",4352,14357,"['2003-04-01 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1410060,端野町端野,[1410060],4351,14357,['2002-07-29 12:00:00'],['2003-04-01 12:00:00']
1410070,北見通報所,[1410070],4349,14355,['1961-10-01 00:00:00'],['1978-04-05 23:59:00']
1410230,訓子府町東町,"[1410230, 1410231]",4344,14345,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1410320,置戸町拓殖,[1410320],4340,14335,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1410520,佐呂間町永代町,[1410520],4401,14346,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1420000,紋別市南が丘町,"[1420000, 1420001]",4421,14321,"['1956-01-01 00:00:00', '2009-10-01 13:00:00']","['2009-10-01 13:00:00', '2022-01-01 00:00:00']"
1420020,紋別市幸町,[1420020],4421,14321,['2006-03-01 12:00:00'],['2022-11-11 12:00:00']
1420021,紋別市北浜町,[1420021],4422,14321,['2022-11-11 12:00:00'],['2022-01-01 00:00:00']
1420200,遠軽町丸瀬布金湧山,[1420200],4401,14321,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1420220,遠軽町学田,[1420220],4406,14332,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1420221,遠軽町白滝,[1420221],4353,14310,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1420230,遠軽町生田原,"[1420230, 1420231]",4355,14332,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1420620,湧別町栄町,[1420620],4413,14337,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1420630,湧別町上湧別,"[1420630, 1420631]",4409,14334,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1420720,滝上町旭町,[1420720],4412,14305,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1420820,興部町興部,[1420820],4429,14308,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1420920,西興部村西興部,[1420920],4420,14257,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1421000,雄武町雄武,"[1421000, 1421001]",4435,14258,"['1947-01-01 00:00:00', '2004-10-01 12:00:00']","['2004-10-01 12:00:00', '2022-01-01 00:00:00']"
1450000,胆振伊達市梅本,[1450000],4228,14053,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1450020,胆振伊達市末永町,[1450020],4228,14052,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1450021,胆振伊達市大滝区本町,[1450021],4240,14105,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1450120,豊浦町大岸,[1450120],4235,14039,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1450510,壮瞥町壮瞥温泉,[1450510],4234,14051,['2000-03-30 09:00:00'],['2000-04-01 20:35:00']
1450511,壮瞥町滝之町,"[1450511, 1450520]",4234,14054,"['2000-04-01 22:00:00', '2006-03-01 12:00:00']","['2001-03-22 12:00:00', '2022-01-01 00:00:00']"
1450630,洞爺湖町栄町,"[1450630, 1450632]",4233,14046,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1450631,洞爺湖町洞爺町,"[1450631, 1450633]",4239,14050,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1450670,虻田町栄町,[1450670],4233,14046,['2000-05-09 12:00:00'],['2001-03-22 12:00:00']
1460000,室蘭市山手町,"[1460000, 1460001]",4219,14058,"['1923-06-01 00:00:00', '2009-06-01 12:00:00']","['2009-06-01 12:00:00', '2022-01-01 00:00:00']"
1460020,室蘭市寿町,[1460020],4221,14102,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1460030,室蘭市東町,[1460030],4221,14101,['2005-04-01 12:00:00'],['2006-03-01 12:00:00']
1460100,苫小牧市しらかば,[1460100],4237,14133,['1942-01-01 00:00:00'],['2004-11-01 12:00:00']
1460101,苫小牧市末広町,[1460101],4238,14137,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
1460120,苫小牧市旭町,[1460120],4238,14136,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1460200,登別市鉱山,[1460200],4228,14102,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1460220,登別市桜木町,[1460220],4225,14105,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1460300,白老町大町,[1460300],4233,14121,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1460320,白老町緑丘,[1460320],4234,14121,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1460600,厚真町鹿沼,[1460600],4237,14155,['2012-10-02 12:00:00'],['2022-01-01 00:00:00']
1460630,厚真町京町,"[1460630, 1460631]",4243,14153,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1460920,安平町早来北進,[1460920],4246,14149,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1460921,安平町追分柏が丘,[1460921],4252,14149,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1461020,むかわ町松風,[1461020],4234,14156,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1461021,むかわ町穂別,[1461021],4246,14208,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1500020,日高地方日高町日高,[1500020],4253,14227,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1500021,日高地方日高町門別,[1500021],4229,14203,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1500070,日高門別通報所,[1500070],4231,14202,['1963-01-01 00:00:00'],['1976-05-10 23:59:00']
1500100,平取町仁世宇,[1500100],4247,14222,['1997-02-03 14:00:00'],['2022-01-01 00:00:00']
1500120,平取町本町,[1500120],4235,14208,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1500121,平取町振内,[1500121],4244,14218,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1500170,平取町本町２,[1500170],4236,14208,['1994-07-15 12:00:00'],['1997-02-03 14:00:00']
1510030,新冠町北星町,"[1510030, 1510031]",4222,14219,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1510300,新ひだか町静内ときわ町,[1510300],4221,14222,['1996-04-01 12:00:00'],['2008-01-15 10:30:00']
1510301,新ひだか町静内山手町,[1510301],4221,14222,['2008-01-16 15:00:00'],['2022-01-01 00:00:00']
1510302,新ひだか町静内御園,[1510302],4225,14228,['2012-07-03 12:00:00'],['2022-01-01 00:00:00']
1510320,新ひだか町静内御幸町,[1510320],4220,14222,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1510321,新ひだか町三石旭町,[1510321],4215,14234,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1510322,新ひだか町静内農屋,[1510322],4225,14230,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1520000,浦河町潮見,"[1520000, 1520002]",4210,14247,"['1927-01-01 00:00:00', '2009-10-01 13:00:00']","['2009-10-01 13:00:00', '2022-01-01 00:00:00']"
1520001,浦河町野深,[1520001],4217,14245,['2007-07-02 12:00:00'],['2022-01-01 00:00:00']
1520020,浦河町築地,[1520020],4210,14246,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1520120,様似町栄町,[1520120],4208,14256,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1520200,えりも町本町,[1520200],4201,14309,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1520221,えりも町目黒,[1520221],4208,14319,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1520222,えりも町えりも岬,[1520222],4156,14314,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1550020,上士幌町清水谷,[1550020],4319,14318,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1550030,上士幌町上士幌,"[1550030, 1550031]",4314,14318,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1550070,糠平通報所,[1550070],4322,14312,['1962-10-01 00:00:00'],['1978-04-05 23:59:00']
1550130,鹿追町東町,"[1550130, 1550131]",4306,14259,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1550220,新得町２条,[1550220],4304,14250,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1550221,新得町トムラウシ,[1550221],4320,14257,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1550300,足寄町上螺湾,[1550300],4318,14346,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1550320,足寄町南１条,[1550320],4315,14333,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1550420,陸別町陸別,[1550420],4328,14345,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1560000,帯広市東４条,[1560000],4255,14313,['1894-01-01 00:00:00'],['2022-01-01 00:00:00']
1560020,帯広市東６条,[1560020],4256,14313,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1560130,音更町元町,"[1560130, 1560131]",4300,14312,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1560220,士幌町士幌,[1560220],4310,14314,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1560300,十勝清水町南４条,[1560300],4301,14253,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1560430,芽室町東２条,"[1560430, 1560431, 1560432]",4255,14303,"['2002-07-29 12:00:00', '2011-05-12 13:00:00', '2020-12-21 12:00:00']","['2011-05-12 13:00:00', '2020-12-21 12:00:00', '2022-01-01 00:00:00']"
1560500,幕別町忠類明和,[1560500],4237,14322,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1560530,幕別町本町,"[1560530, 1560532, 1560534]",4254,14321,"['2002-07-29 12:00:00', '2011-05-12 13:00:00', '2016-05-02 12:00:00']","['2011-05-12 13:00:00', '2016-05-02 12:00:00', '2022-01-01 00:00:00']"
1560531,幕別町忠類錦町,"[1560531, 1560533]",4234,14319,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1560620,十勝池田町西１条,[1560620],4256,14327,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1560730,豊頃町茂岩本町,"[1560730, 1560731]",4248,14330,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1560800,本別町北２丁目,[1560800],4307,14337,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1560820,本別町向陽町,[1560820],4307,14337,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1560870,本別通報所,[1560870],4308,14337,['1960-10-01 00:00:00'],['1976-04-01 23:59:00']
1560920,浦幌町桜町,[1560920],4249,14340,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1570020,中札内村東２条,[1570020],4242,14308,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1570130,更別村更別,"[1570130, 1570131]",4239,14311,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1570320,十勝大樹町東本通,[1570320],4230,14317,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1570321,十勝大樹町生花,[1570321],4237,14325,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1570400,広尾町並木通,[1570400],4218,14319,['1958-01-01 00:00:00'],['2022-01-01 00:00:00']
1570401,広尾町白樺通,[1570401],4217,14318,['2012-07-03 12:00:00'],['2022-01-01 00:00:00']
1570420,広尾町西４条,[1570420],4217,14319,['2006-03-01 12:00:00'],['2012-11-15 16:00:00']
1600000,弟子屈町美里,"[1600000, 1600001]",4329,14427,"['1996-04-01 12:00:00', '2017-06-07 12:00:00']","['2017-06-07 12:00:00', '2022-01-01 00:00:00']"
1600020,弟子屈町弟子屈,[1600020],4330,14427,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1600021,弟子屈町サワンチサップ,[1600021],4339,14423,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1610000,釧路市幣舞町,"[1610000, 1610009]",4259,14423,"['1890-04-01 00:00:00', '2000-09-27 14:00:00']","['2000-09-27 14:00:00', '2000-11-30 12:00:00']"
1610001,釧路市幸町,[1610001],4259,14423,['2000-11-30 12:00:00'],['2022-01-01 00:00:00']
1610002,釧路市音別町尺別,[1610002],4254,14350,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1610020,釧路市黒金町,[1610020],4259,14423,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1610021,釧路市阿寒町中央,[1610021],4307,14407,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1610022,釧路市音別町直別,[1610022],4251,14351,['2006-03-01 12:00:00'],['2011-05-12 13:00:00']
1610023,釧路市阿寒町阿寒湖温泉,[1610023],4326,14405,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1610040,釧路市音別町本町,[1610040],4253,14356,['2011-01-06 12:00:00'],['2014-11-21 12:00:00']
1610041,釧路市音別町中園,[1610041],4254,14356,['2014-11-21 12:00:00'],['2022-01-01 00:00:00']
1610130,釧路町別保,"[1610130, 1610131]",4300,14428,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1610200,厚岸町尾幌,[1610200],4300,14442,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1610220,厚岸町真栄,[1610220],4303,14451,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1610300,浜中町湯沸,[1610300],4305,14510,['2012-10-02 12:00:00'],['2022-01-01 00:00:00']
1610320,浜中町霧多布,[1610320],4305,14508,['2006-03-01 12:00:00'],['2018-11-02 12:00:00']
1610321,浜中町茶内,[1610321],4308,14502,['2018-11-02 12:00:00'],['2022-01-01 00:00:00']
1610420,標茶町川上,[1610420],4318,14436,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1610421,標茶町塘路,[1610421],4309,14430,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1610620,鶴居村鶴居東,[1610620],4314,14420,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1610720,白糠町西１条,[1610720],4257,14404,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1650000,中標津町養老牛,[1650000],4335,14443,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1650020,中標津町丸山,[1650020],4333,14458,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1650100,標津町古多糠,[1650100],4347,14500,['2013-07-30 12:00:00'],['2022-01-01 00:00:00']
1650120,標津町北２条,[1650120],4340,14508,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1650121,標津町薫別,[1650121],4348,14503,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1650200,羅臼町春日,[1650200],4356,14507,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1650220,羅臼町緑町,[1650220],4401,14511,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1650221,羅臼町岬町,[1650221],4406,14515,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1660000,別海町常盤,[1660000],4324,14507,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1660020,別海町西春別,[1660020],4325,14446,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1660022,別海町本別海,[1660022],4323,14517,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1670000,根室市弥栄,[1670000],4320,14535,['1880-01-01 00:00:00'],['2022-01-01 00:00:00']
1670001,根室市豊里,[1670001],4322,14544,['2007-07-02 12:00:00'],['2022-01-01 00:00:00']
1670020,根室市牧の内,[1670020],4320,14536,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1670021,根室市厚床,[1670021],4314,14516,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1670022,根室市落石東,[1670022],4312,14531,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1670023,根室市珸瑤瑁,[1670023],4322,14548,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
2000000,青森市花園,[2000000],4049,14046,['1882-01-01 00:00:00'],['2022-01-01 00:00:00']
2000020,青森市中央,[2000020],4049,14045,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
2000030,青森市浪岡,[2000030],4043,14036,['1998-10-15 12:00:00'],['2022-01-01 00:00:00']
2000100,五所川原市栄町,[2000100],4048,14027,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
2000101,五所川原市太田,[2000101],4104,14024,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
2000120,五所川原市敷島町,[2000120],4049,14027,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
2000130,五所川原市金木町,"[2000130, 2000132, 2000134]",4054,14027,"['1998-10-15 12:00:00', '2011-01-06 12:00:00', '2021-06-24 12:00:00']","['2011-01-06 12:00:00', '2021-06-24 12:00:00', '2022-01-01 00:00:00']"
2000131,五所川原市相内,"[2000131, 2000133]",4103,14021,"['1998-10-15 12:00:00', '2011-01-06 12:00:00']","['2011-01-06 12:00:00', '2022-01-01 00:00:00']"
2000200,平内町小湊,[2000200],4056,14057,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
2000220,平内町東田沢,[2000220],4100,14055,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
2000430,今別町今別,[2000430],4111,14029,['2002-03-02 12:00:00'],['2022-01-01 00:00:00']
2000530,蓬田村蓬田,[2000530],4058,14039,['1998-10-15 12:00:00'],['2022-01-01 00:00:00']
2001430,板柳町板柳,"[2001430, 2001431, 2001432]",4042,14027,"['1998-10-15 12:00:00', '2011-01-06 12:00:00', '2023-02-21 12:00:00']","['2011-01-06 12:00:00', '2023-02-21 12:00:00', '2022-01-01 00:00:00']"
2001730,鶴田町鶴田,[2001730],4045,14026,['1998-10-15 12:00:00'],['2022-01-01 00:00:00']
2002030,つがる市木造,"[2002030, 2002040]",4049,14023,"['1998-10-15 12:00:00', '2023-03-02 12:00:00']","['2023-03-02 12:00:00', '2022-01-01 00:00:00']"
2002031,つがる市森田町,"[2002031, 2002036]",4047,14021,"['2000-01-12 12:00:00', '2011-01-06 12:00:00']","['2011-01-06 12:00:00', '2022-01-01 00:00:00']"
2002032,つがる市柏,[2002032],4047,14025,['1998-10-15 12:00:00'],['2022-01-01 00:00:00']
2002033,つがる市稲垣町,"[2002033, 2002037, 2002038]",4053,14024,"['1998-10-15 12:00:00', '2011-01-06 12:00:00', '2019-10-29 12:00:00']","['2011-01-06 12:00:00', '2019-10-29 12:00:00', '2022-01-01 00:00:00']"
